Chart1|Chart2|Chart3|Chart4|Track|Artist|Date|Chart5|Chart6|Chart7|Date2
1|1|1|19|Despacito|LUIS FONSI featuring DADDY YANKEE|2017-02-04|88|1|19|20170610
2|2|1|18|That's What I Like|BRUNO MARS|2017-02-11|82|1|18|20170610
3|3|1|4|I'm The One|DJ KHALED featuring JUSTIN BIEBER, QUAVO, CHANCE THE RAPPER|2017-05-20|1|1|4|20170610
4|5|1|8|Humble.|KENDRICK LAMAR|2017-04-22|2|1|8|20170610
5|4|1|20|Shape Of You|ED SHEERAN|2017-01-28|1|1|20|20170610
6|7|5|14|Mask Off|FUTURE|2017-03-11|49|5|14|20170610
7|9|7|13|Stay|ZEDD & ALESSIA CARA|2017-03-18|28|7|13|20170610
8|6|3|14|Something Just Like This|THE CHAINSMOKERS & COLDPLAY|2017-03-11|56|3|14|20170610
9|8|8|9|XO TOUR Llif3|LIL UZI VERT|2017-04-15|49|8|9|20170610
10|12|10|15|It Ain't Me|KYGO x SELENA GOMEZ|2017-03-04|93|10|15|20170610
11|14|11|18|Issues|JULIA MICHAELS|2017-02-11|87|11|18|20170610
12|11|11|31|Say You Won't Let Go|JAMES ARTHUR|2016-11-12|100|11|31|20170610
13|13|12|21|Congratulations|POST MALONE featuring QUAVO|2017-01-21|90|12|21|20170610
14|16|6|17|Body Like A Back Road|SAM HUNT|2017-02-18|38|6|17|20170610
15|20|15|16|Believer|IMAGINE DRAGONS|2017-02-25|43|15|16|20170610
16|15|4|22|iSpy|KYLE featuring LIL YACHTY|2017-01-14|80|4|22|20170610
17|17|4|7|Sign Of The Times|HARRY STYLES|2017-04-29|4|4|7|20170610
18|10|10|3|Malibu|MILEY CYRUS|2017-05-27|64|10|3|20170610
19|23|19|16|In Case You Didn't Know|BRETT YOUNG|2017-02-25|94|19|16|20170610
20|18|4|6|DNA.|KENDRICK LAMAR|2017-05-06|4|4|6|20170610
21|19|16|20|Location|KHALID|2017-01-28|77|16|20|20170610
22|29|22|13|Redbone|CHILDISH GAMBINO|2017-03-18|83|22|13|20170610
23|24|23|7|Unforgettable|FRENCH MONTANA featuring SWAE LEE|2017-04-29|74|23|7|20170610
24|21|8|10|Passionfruit|DRAKE|2017-04-08|8|8|10|20170610
25|32|25|5|There's Nothing Holdin' Me Back|SHAWN MENDES|2017-05-13|44|25|5|20170610
26|38|26|7|Now Or Never|HALSEY|2017-04-29|50|26|7|20170610
27|80|27|2|Bad Liar|SELENA GOMEZ|2017-06-03|80|27|2|20170610
28|22|1|28|Bad And Boujee|MIGOS featuring LIL UZI VERT|2016-12-03|76|1|28|20170610
29|25|25|13|Slide|CALVIN HARRIS featuring FRANK OCEAN & MIGOS|2017-03-18|34|25|13|20170610
30|39|6|20|Castle On The Hill|ED SHEERAN|2017-01-28|6|6|20|20170610
31|30|30|15|Rolex|AYO & TEO|2017-03-04|87|30|15|20170610
32|27|1|43|Closer|THE CHAINSMOKERS featuring HALSEY|2016-08-20|9|1|43|20170610
33|36|33|10|Swalla|JASON DERULO featuring NICKI MINAJ & TY DOLLA $IGN|2017-04-08|98|33|10|20170610
34|26|6|14|Tunnel Vision|KODAK BLACK|2017-03-11|27|6|14|20170610
35|45|35|5|Attention|CHARLIE PUTH|2017-05-13|68|35|5|20170610
36|37|32|8|Goosebumps|TRAVIS SCOTT|2017-04-22|43|32|8|20170610
37|31|19|19|T-Shirt|MIGOS|2017-02-04|43|19|19|20170610
38|40|4|33|24K Magic|BRUNO MARS|2016-10-29|5|4|33|20170610
39|35|26|23|Swang|RAE SREMMURD|2017-01-07|99|26|23|20170610
40|34|31|15|Hurricane|LUKE COMBS|2017-03-04|96|31|15|20170610
41|28|9|25|Rockabye|CLEAN BANDIT featuring SEAN PAUL & ANNE-MARIE|2016-12-24|100|9|25|20170610
42|NEW|42|1|Strip That Down|LIAM PAYNE featuring QUAVO|2017-06-10|42|42|1|20170610
43|NEW|43|1|Deja Vu|LAUREN DUSKI|2017-06-10|43|43|1|20170610
44|33|16|15|Cold|MAROON 5 featuring FUTURE|2017-03-04|42|16|15|20170610
45|41|8|39|Scars To Your Beautiful|ALESSIA CARA|2016-09-17|95|8|39|20170610
46|NEW|46|1|Swish Swish|KATY PERRY featuring NICKI MINAJ|2017-06-10|46|46|1|20170610
47|NEW|47|1|Crying In The Club|CAMILA CABELLO|2017-06-10|47|47|1|20170610
48|47|47|8|Drowning|A BOOGIE WIT DA HOODIE featuring KODAK BLACK|2017-04-22|94|47|8|20170610
49|49|34|16|Look At Me!|XXXTENTACION|2017-02-25|95|34|16|20170610
50|54|50|14|Heavy|LINKIN PARK featuring KIIARA|2017-03-11|52|50|14|20170610
51|52|51|3|Slippery|MIGOS featuring GUCCI MANE|2017-05-27|56|51|3|20170610
52|60|52|4|Slow Hands|NIALL HORAN|2017-05-20|90|52|4|20170610
53|42|6|19|Paris|THE CHAINSMOKERS|2017-02-04|7|6|19|20170610
54|51|18|6|Love.|KENDRICK LAMAR featuring ZACARI|2017-05-06|18|18|6|20170610
55|56|55|5|If I Told You|DARIUS RUCKER|2017-05-13|94|55|5|20170610
56|57|56|9|Black|DIERKS BENTLEY|2017-04-15|87|56|9|20170610
57|53|39|6|The Cure|LADY GAGA|2017-05-06|39|39|6|20170610
58|55|55|4|Magnolia|PLAYBOI CARTI|2017-05-20|91|55|4|20170610
59|63|59|7|Everyday We Lit|YFN LUCCI featuring PNB ROCK|2017-04-29|79|59|7|20170610
60|65|60|8|God, Your Mama, And Me|FLORIDA GEORGIA LINE featuring BACKSTREET BOYS|2017-04-22|71|60|8|20170610
61|58|9|10|Portland|DRAKE featuring QUAVO & TRAVIS SCOTT|2017-04-08|9|9|10|20170610
62|61|38|15|The Fighter|KEITH URBAN featuring CARRIE UNDERWOOD|2017-03-04|53|38|15|20170610
63|64|47|4|1-800-273-8255|LOGIC featuring ALESSIA CARA & KHALID|2017-05-20|61|47|4|20170610
64|67|64|8|First Day Out|TEE GRIZZLEY|2017-04-22|88|64|8|20170610
65|71|53|8|Craving You|THOMAS RHETT featuring MAREN MORRIS|2017-04-22|53|53|8|20170610
66|NEW|66|1|Money On You|CHRIS BLUE|2017-06-10|66|66|1|20170610
67|59|59|2|Bon Appetit|KATY PERRY featuring MIGOS|2017-06-03|59|59|2|20170610
68|74|68|8|How Not To|DAN + SHAY|2017-04-22|98|68|8|20170610
69|68|62|13|Losin Control|RUSS|2017-03-18|89|62|13|20170610
70|66|14|6|Loyalty.|KENDRICK LAMAR featuring RIHANNA|2017-05-06|14|14|6|20170610
71|83|71|4|You Look Good|LADY ANTEBELLUM|2017-05-20|94|71|4|20170610
72|73|72|4|Privacy|CHRIS BROWN|2017-05-20|87|72|4|20170610
73|79|73|5|My Girl|DYLAN SCOTT|2017-05-13|93|73|5|20170610
74|95|74|2|No Promises|CHEAT CODES featuring DEMI LOVATO|2017-06-03|95|74|2|20170610
75|81|75|3|Every Time I Hear That Song|BLAKE SHELTON|2017-05-27|79|75|3|20170610
76|NEW|76|1|Yours If You Want It|RASCAL FLATTS|2017-06-10|76|76|1|20170610
77|NEW|77|1|Most Girls|HAILEE STEINFELD|2017-06-10|77|77|1|20170610
78|85|78|3|Drinkin' Problem|MIDLAND|2017-05-27|97|78|3|20170610
79|76|76|4|Woke Up Like This|PLAYBOI CARTI featuring LIL UZI VERT|2017-05-20|100|76|4|20170610
80|77|76|9|Scared To Be Lonely|MARTIN GARRIX & DUA LIPA|2017-04-15|92|76|9|20170610
81|86|81|4|Flatliner|COLE SWINDELL|2017-05-20|98|81|4|20170610
82|94|70|4|Thunder|IMAGINE DRAGONS|2017-05-20|70|70|4|20170610
83|70|16|6|Element.|KENDRICK LAMAR|2017-05-06|16|16|6|20170610
84|NEW|84|1|Gyalchester|DRAKE|2017-06-10|84|84|1|20170610
85|78|56|13|Hometown Girl|JOSH TURNER|2017-03-18|96|56|13|20170610
86|88|4|15|Chained To The Rhythm|KATY PERRY featuring SKIP MARLEY|2017-03-04|4|4|15|20170610
87|72|60|7|At My Best|MACHINE GUN KELLY featuring HAILEE STEINFELD|2017-04-29|94|60|7|20170610
88|89|82|9|Good Drank|2 CHAINZ x GUCCI MANE x QUAVO|2017-04-15|95|82|9|20170610
89|75|74|4|Human|RAG'N'BONE MAN|2017-05-20|84|74|4|20170610
90|93|90|2|Felices Los 4|MALUMA|2017-06-03|93|90|2|20170610
91|62|62|2|Rollin'|CALVIN HARRIS featuring FUTURE & KHALID|2017-06-03|62|62|2|20170610
92|NEW|92|1|The Dance|LAUREN DUSKI|2017-06-10|92|92|1|20170610
93|99|87|5|do re mi|BLACKBEAR|2017-05-13|87|87|5|20170610
94|NEW|94|1|Boy|LEE BRICE|2017-06-10|94|94|1|20170610
95|97|93|4|El Amante|NICKY JAM|2017-05-20|96|93|4|20170610
96|NEW|96|1|Weak|AJR|2017-06-10|96|96|1|20170610
97|NEW|97|1|Either Way|CHRIS STAPLETON|2017-06-10|97|97|1|20170610
98|87|87|2|My Old Man|ZAC BROWN BAND|2017-06-03|87|87|2|20170610
99|NEW|99|1|Subeme La Radio|ENRIQUE IGLESIAS featuring DESCEMER BUENO, ZION & LENNOX|2017-06-10|99|99|1|20170610
100|91|52|18|Any Ol' Barstool|JASON ALDEAN|2017-02-11|93|52|18|20170610
1|1|1|18|Despacito|LUIS FONSI featuring DADDY YANKEE|2017-02-04|88|1|19|20170603
2|2|1|17|That's What I Like|BRUNO MARS|2017-02-11|82|1|18|20170603
3|3|1|3|I'm The One|DJ KHALED featuring JUSTIN BIEBER, QUAVO, CHANCE THE RAPPER|2017-05-20|1|1|4|20170603
4|4|1|19|Shape Of You|ED SHEERAN|2017-01-28|1|1|20|20170603
5|5|1|7|Humble.|KENDRICK LAMAR|2017-04-22|2|1|8|20170603
6|7|3|13|Something Just Like This|THE CHAINSMOKERS & COLDPLAY|2017-03-11|56|3|14|20170603
7|6|5|13|Mask Off|FUTURE|2017-03-11|49|5|14|20170603
8|8|8|8|XO TOUR Llif3|LIL UZI VERT|2017-04-15|49|8|9|20170603
9|9|7|12|Stay|ZEDD & ALESSIA CARA|2017-03-18|28|7|13|20170603
10|64|10|2|Malibu|MILEY CYRUS|2017-05-27|64|10|3|20170603
11|13|11|30|Say You Won't Let Go|JAMES ARTHUR|2016-11-12|100|11|31|20170603
12|11|10|14|It Ain't Me|KYGO x SELENA GOMEZ|2017-03-04|93|10|15|20170603
13|12|12|20|Congratulations|POST MALONE featuring QUAVO|2017-01-21|90|12|21|20170603
14|14|12|17|Issues|JULIA MICHAELS|2017-02-11|87|11|18|20170603
15|10|4|21|iSpy|KYLE featuring LIL YACHTY|2017-01-14|80|4|22|20170603
16|15|6|16|Body Like A Back Road|SAM HUNT|2017-02-18|38|6|17|20170603
17|18|4|6|Sign Of The Times|HARRY STYLES|2017-04-29|4|4|7|20170603
18|16|4|5|DNA.|KENDRICK LAMAR|2017-05-06|4|4|6|20170603
19|17|16|19|Location|KHALID|2017-01-28|77|16|20|20170603
20|20|20|15|Believer|IMAGINE DRAGONS|2017-02-25|43|15|16|20170603
21|19|8|9|Passionfruit|DRAKE|2017-04-08|8|8|10|20170603
22|21|1|27|Bad And Boujee|MIGOS featuring LIL UZI VERT|2016-12-03|76|1|28|20170603
23|24|23|15|In Case You Didn't Know|BRETT YOUNG|2017-02-25|94|19|16|20170603
24|29|24|6|Unforgettable|FRENCH MONTANA featuring SWAE LEE|2017-04-29|74|23|7|20170603
25|28|25|12|Slide|CALVIN HARRIS featuring FRANK OCEAN & MIGOS|2017-03-18|34|25|13|20170603
26|23|6|13|Tunnel Vision|KODAK BLACK|2017-03-11|27|6|14|20170603
27|25|1|42|Closer|THE CHAINSMOKERS featuring HALSEY|2016-08-20|9|1|43|20170603
28|22|9|24|Rockabye|CLEAN BANDIT featuring SEAN PAUL & ANNE-MARIE|2016-12-24|100|9|25|20170603
29|36|29|12|Redbone|CHILDISH GAMBINO|2017-03-18|83|22|13|20170603
30|30|30|14|Rolex|AYO & TEO|2017-03-04|87|30|15|20170603
31|26|19|18|T-Shirt|MIGOS|2017-02-04|43|19|19|20170603
32|40|32|4|There's Nothing Holdin' Me Back|SHAWN MENDES|2017-05-13|44|25|5|20170603
33|34|16|14|Cold|MAROON 5 featuring FUTURE|2017-03-04|42|16|15|20170603
34|31|31|14|Hurricane|LUKE COMBS|2017-03-04|96|31|15|20170603
35|27|26|22|Swang|RAE SREMMURD|2017-01-07|99|26|23|20170603
36|41|36|9|Swalla|JASON DERULO featuring NICKI MINAJ & TY DOLLA $IGN|2017-04-08|98|33|10|20170603
37|33|32|7|Goosebumps|TRAVIS SCOTT|2017-04-22|43|32|8|20170603
38|32|32|6|Now Or Never|HALSEY|2017-04-29|50|26|7|20170603
39|38|6|19|Castle On The Hill|ED SHEERAN|2017-01-28|6|6|20|20170603
40|35|4|32|24K Magic|BRUNO MARS|2016-10-29|5|4|33|20170603
41|42|8|38|Scars To Your Beautiful|ALESSIA CARA|2016-09-17|95|8|39|20170603
42|37|6|18|Paris|THE CHAINSMOKERS|2017-02-04|7|6|19|20170603
43|39|5|30|Love On The Brain|RIHANNA|2016-11-12|80|5|30|20170603
44|43|41|22|Both|GUCCI MANE featuring DRAKE|2017-01-07|41|41|22|20170603
45|53|45|4|Attention|CHARLIE PUTH|2017-05-13|68|35|5|20170603
46|44|4|26|I Feel It Coming|THE WEEKND featuring DAFT PUNK|2016-12-10|48|4|26|20170603
47|50|47|7|Drowning|A BOOGIE WIT DA HOODIE featuring KODAK BLACK|2017-04-22|94|47|8|20170603
48|46|2|23|I Don't Wanna Live Forever (Fifty Shades Darker)|ZAYN / TAYLOR SWIFT|2016-12-31|6|2|23|20170603
49|54|34|15|Look At Me!|XXXTENTACION|2017-02-25|95|34|16|20170603
50|45|6|28|Bounce Back|BIG SEAN|2016-11-26|61|6|28|20170603
51|48|18|5|Love.|KENDRICK LAMAR featuring ZACARI|2017-05-06|18|18|6|20170603
52|56|52|2|Slippery|MIGOS featuring GUCCI MANE|2017-05-27|56|51|3|20170603
53|49|39|5|The Cure|LADY GAGA|2017-05-06|39|39|6|20170603
54|51|51|13|Heavy|LINKIN PARK featuring KIIARA|2017-03-11|52|50|14|20170603
55|63|55|3|Magnolia|PLAYBOI CARTI|2017-05-20|91|55|4|20170603
56|60|56|4|If I Told You|DARIUS RUCKER|2017-05-13|94|55|5|20170603
57|58|57|8|Black|DIERKS BENTLEY|2017-04-15|87|56|9|20170603
58|55|9|9|Portland|DRAKE featuring QUAVO & TRAVIS SCOTT|2017-04-08|9|9|10|20170603
59|NEW|59|1|Bon Appetit|KATY PERRY featuring MIGOS|2017-06-03|59|59|2|20170603
60|52|52|3|Slow Hands|NIALL HORAN|2017-05-20|90|52|4|20170603
61|59|38|14|The Fighter|KEITH URBAN featuring CARRIE UNDERWOOD|2017-03-04|53|38|15|20170603
62|NEW|62|1|Rollin'|CALVIN HARRIS featuring FUTURE & KHALID|2017-06-03|62|62|2|20170603
63|69|63|6|Everyday We Lit|YFN LUCCI featuring PNB ROCK|2017-04-29|79|59|7|20170603
64|47|47|3|1-800-273-8255|LOGIC featuring ALESSIA CARA & KHALID|2017-05-20|61|47|4|20170603
65|65|65|7|God, Your Mama, And Me|FLORIDA GEORGIA LINE featuring BACKSTREET BOYS|2017-04-22|71|60|8|20170603
66|57|14|5|Loyalty.|KENDRICK LAMAR featuring RIHANNA|2017-05-06|14|14|6|20170603
67|67|67|7|First Day Out|TEE GRIZZLEY|2017-04-22|88|64|8|20170603
68|62|62|12|Losin Control|RUSS|2017-03-18|89|62|13|20170603
69|68|64|20|The Weekend|BRANTLEY GILBERT|2017-01-21|95|64|20|20170603
70|61|16|5|Element.|KENDRICK LAMAR|2017-05-06|16|16|6|20170603
71|70|53|7|Craving You|THOMAS RHETT featuring MAREN MORRIS|2017-04-22|53|53|8|20170603
72|78|60|6|At My Best|MACHINE GUN KELLY featuring HAILEE STEINFELD|2017-04-29|94|60|7|20170603
73|77|73|3|Privacy|CHRIS BROWN|2017-05-20|87|72|4|20170603
74|75|74|7|How Not To|DAN + SHAY|2017-04-22|98|68|8|20170603
75|74|74|3|Human|RAG'N'BONE MAN|2017-05-20|84|74|4|20170603
76|80|76|3|Woke Up Like This|PLAYBOI CARTI featuring LIL UZI VERT|2017-05-20|100|76|4|20170603
77|76|76|8|Scared To Be Lonely|MARTIN GARRIX & DUA LIPA|2017-04-15|92|76|9|20170603
78|72|56|12|Hometown Girl|JOSH TURNER|2017-03-18|96|56|13|20170603
79|83|79|4|My Girl|DYLAN SCOTT|2017-05-13|93|73|5|20170603
80|NEW|80|1|Bad Liar|SELENA GOMEZ|2017-06-03|80|27|2|20170603
81|79|79|2|Every Time I Hear That Song|BLAKE SHELTON|2017-05-27|79|75|3|20170603
82|81|72|4|Prblms|6LACK|2017-05-13|72|72|4|20170603
83|90|83|3|You Look Good|LADY ANTEBELLUM|2017-05-20|94|71|4|20170603
84|66|65|8|Yeah Boy|KELSEA BALLERINI|2017-04-15|88|65|8|20170603
85|97|85|2|Drinkin' Problem|MIDLAND|2017-05-27|97|78|3|20170603
86|88|86|3|Flatliner|COLE SWINDELL|2017-05-20|98|81|4|20170603
87|NEW|87|1|My Old Man|ZAC BROWN BAND|2017-06-03|87|87|2|20170603
88|87|4|14|Chained To The Rhythm|KATY PERRY featuring SKIP MARLEY|2017-03-04|4|4|15|20170603
89|86|82|8|Good Drank|2 CHAINZ x GUCCI MANE x QUAVO|2017-04-15|95|82|9|20170603
90|73|59|5|Good Life|G-EAZY & KEHLANI|2017-05-06|76|59|5|20170603
91|82|52|17|Any Ol' Barstool|JASON ALDEAN|2017-02-11|93|52|18|20170603
92|NEW|92|1|Whatever It Takes|IMAGINE DRAGONS|2017-06-03|92|92|1|20170603
93|NEW|93|1|Felices Los 4|MALUMA|2017-06-03|93|90|2|20170603
94|92|70|3|Thunder|IMAGINE DRAGONS|2017-05-20|70|70|4|20170603
95|NEW|95|1|No Promises|CHEAT CODES featuring DEMI LOVATO|2017-06-03|95|74|2|20170603
96|84|73|6|Cake|FLO RIDA & 99 PERCENT|2017-04-29|89|73|6|20170603
97|93|93|3|El Amante|NICKY JAM|2017-05-20|96|93|4|20170603
98|NEW|98|1|Ghost In This House|LAUREN DUSKI|2017-06-03|98|98|1|20170603
99|96|87|4|do re mi|BLACKBEAR|2017-05-13|87|87|5|20170603
100|NEW|100|1|Me Enamore|SHAKIRA|2017-06-03|100|100|1|20170603
1|3|1|17|Despacito|LUIS FONSI featuring DADDY YANKEE|2017-02-04|88|1|19|20170527
2|2|1|16|That's What I Like|BRUNO MARS|2017-02-11|82|1|18|20170527
3|1|1|2|I'm The One|DJ KHALED featuring JUSTIN BIEBER, QUAVO, CHANCE THE RAPPER|2017-05-20|1|1|4|20170527
4|5|1|18|Shape Of You|ED SHEERAN|2017-01-28|1|1|20|20170527
5|4|1|6|Humble.|KENDRICK LAMAR|2017-04-22|2|1|8|20170527
6|7|5|12|Mask Off|FUTURE|2017-03-11|49|5|14|20170527
7|6|3|12|Something Just Like This|THE CHAINSMOKERS & COLDPLAY|2017-03-11|56|3|14|20170527
8|9|8|7|XO TOUR Llif3|LIL UZI VERT|2017-04-15|49|8|9|20170527
9|11|7|11|Stay|ZEDD & ALESSIA CARA|2017-03-18|28|7|13|20170527
10|8|4|20|iSpy|KYLE featuring LIL YACHTY|2017-01-14|80|4|22|20170527
11|10|10|13|It Ain't Me|KYGO x SELENA GOMEZ|2017-03-04|93|10|15|20170527
12|16|12|19|Congratulations|POST MALONE featuring QUAVO|2017-01-21|90|12|21|20170527
13|13|13|29|Say You Won't Let Go|JAMES ARTHUR|2016-11-12|100|11|31|20170527
14|14|12|16|Issues|JULIA MICHAELS|2017-02-11|87|11|18|20170527
15|15|6|15|Body Like A Back Road|SAM HUNT|2017-02-18|38|6|17|20170527
16|12|4|4|DNA.|KENDRICK LAMAR|2017-05-06|4|4|6|20170527
17|17|16|18|Location|KHALID|2017-01-28|77|16|20|20170527
18|28|4|5|Sign Of The Times|HARRY STYLES|2017-04-29|4|4|7|20170527
19|18|8|8|Passionfruit|DRAKE|2017-04-08|8|8|10|20170527
20|20|20|14|Believer|IMAGINE DRAGONS|2017-02-25|43|15|16|20170527
21|22|1|26|Bad And Boujee|MIGOS featuring LIL UZI VERT|2016-12-03|76|1|28|20170527
22|19|9|23|Rockabye|CLEAN BANDIT featuring SEAN PAUL & ANNE-MARIE|2016-12-24|100|9|25|20170527
23|21|6|12|Tunnel Vision|KODAK BLACK|2017-03-11|27|6|14|20170527
24|31|24|14|In Case You Didn't Know|BRETT YOUNG|2017-02-25|94|19|16|20170527
25|23|1|41|Closer|THE CHAINSMOKERS featuring HALSEY|2016-08-20|9|1|43|20170527
26|25|19|17|T-Shirt|MIGOS|2017-02-04|43|19|19|20170527
27|27|26|21|Swang|RAE SREMMURD|2017-01-07|99|26|23|20170527
28|30|28|11|Slide|CALVIN HARRIS featuring FRANK OCEAN & MIGOS|2017-03-18|34|25|13|20170527
29|42|29|5|Unforgettable|FRENCH MONTANA featuring SWAE LEE|2017-04-29|74|23|7|20170527
30|33|30|13|Rolex|AYO & TEO|2017-03-04|87|30|15|20170527
31|34|31|13|Hurricane|LUKE COMBS|2017-03-04|96|31|15|20170527
32|38|32|5|Now Or Never|HALSEY|2017-04-29|50|26|7|20170527
33|32|32|6|Goosebumps|TRAVIS SCOTT|2017-04-22|43|32|8|20170527
34|29|16|13|Cold|MAROON 5 featuring FUTURE|2017-03-04|42|16|15|20170527
35|35|4|31|24K Magic|BRUNO MARS|2016-10-29|5|4|33|20170527
36|44|36|11|Redbone|CHILDISH GAMBINO|2017-03-18|83|22|13|20170527
37|24|6|17|Paris|THE CHAINSMOKERS|2017-02-04|7|6|19|20170527
38|47|6|18|Castle On The Hill|ED SHEERAN|2017-01-28|6|6|20|20170527
39|36|5|29|Love On The Brain|RIHANNA|2016-11-12|80|5|30|20170527
40|49|40|3|There's Nothing Holdin' Me Back|SHAWN MENDES|2017-05-13|44|25|5|20170527
41|46|41|8|Swalla|JASON DERULO featuring NICKI MINAJ & TY DOLLA $IGN|2017-04-08|98|33|10|20170527
42|45|8|37|Scars To Your Beautiful|ALESSIA CARA|2016-09-17|95|8|39|20170527
43|41|41|21|Both|GUCCI MANE featuring DRAKE|2017-01-07|41|41|22|20170527
44|26|4|25|I Feel It Coming|THE WEEKND featuring DAFT PUNK|2016-12-10|48|4|26|20170527
45|40|6|27|Bounce Back|BIG SEAN|2016-11-26|61|6|28|20170527
46|37|2|22|I Don't Wanna Live Forever (Fifty Shades Darker)|ZAYN / TAYLOR SWIFT|2016-12-31|6|2|23|20170527
47|61|47|2|1-800-273-8255|LOGIC featuring ALESSIA CARA & KHALID|2017-05-20|61|47|4|20170527
48|43|18|4|Love.|KENDRICK LAMAR featuring ZACARI|2017-05-06|18|18|6|20170527
49|55|39|4|The Cure|LADY GAGA|2017-05-06|39|39|6|20170527
50|50|50|6|Drowning|A BOOGIE WIT DA HOODIE featuring KODAK BLACK|2017-04-22|94|47|8|20170527
51|53|51|12|Heavy|LINKIN PARK featuring KIIARA|2017-03-11|52|50|14|20170527
52|90|52|2|Slow Hands|NIALL HORAN|2017-05-20|90|52|4|20170527
53|64|53|3|Attention|CHARLIE PUTH|2017-05-13|68|35|5|20170527
54|48|34|14|Look At Me!|XXXTENTACION|2017-02-25|95|34|16|20170527
55|54|9|8|Portland|DRAKE featuring QUAVO & TRAVIS SCOTT|2017-04-08|9|9|10|20170527
56|NEW|56|1|Slippery|MIGOS featuring GUCCI MANE|2017-05-27|56|51|3|20170527
57|51|14|4|Loyalty.|KENDRICK LAMAR featuring RIHANNA|2017-05-06|14|14|6|20170527
58|57|57|7|Black|DIERKS BENTLEY|2017-04-15|87|56|9|20170527
59|56|38|13|The Fighter|KEITH URBAN featuring CARRIE UNDERWOOD|2017-03-04|53|38|15|20170527
60|62|60|3|If I Told You|DARIUS RUCKER|2017-05-13|94|55|5|20170527
61|52|16|4|Element.|KENDRICK LAMAR|2017-05-06|16|16|6|20170527
62|68|62|11|Losin Control|RUSS|2017-03-18|89|62|13|20170527
63|91|63|2|Magnolia|PLAYBOI CARTI|2017-05-20|91|55|4|20170527
64|NEW|64|1|Malibu|MILEY CYRUS|2017-05-27|64|10|3|20170527
65|69|65|6|God, Your Mama, And Me|FLORIDA GEORGIA LINE featuring BACKSTREET BOYS|2017-04-22|71|60|8|20170527
66|65|65|7|Yeah Boy|KELSEA BALLERINI|2017-04-15|88|65|8|20170527
67|71|67|6|First Day Out|TEE GRIZZLEY|2017-04-22|88|64|8|20170527
68|66|64|19|The Weekend|BRANTLEY GILBERT|2017-01-21|95|64|20|20170527
69|75|69|5|Everyday We Lit|YFN LUCCI featuring PNB ROCK|2017-04-29|79|59|7|20170527
70|83|53|6|Craving You|THOMAS RHETT featuring MAREN MORRIS|2017-04-22|53|53|8|20170527
71|NEW|71|1|Everybody|LOGIC|2017-05-27|71|71|1|20170527
72|58|56|11|Hometown Girl|JOSH TURNER|2017-03-18|96|56|13|20170527
73|59|59|4|Good Life|G-EAZY & KEHLANI|2017-05-06|76|59|5|20170527
74|84|74|2|Human|RAG'N'BONE MAN|2017-05-20|84|74|4|20170527
75|82|75|6|How Not To|DAN + SHAY|2017-04-22|98|68|8|20170527
76|81|76|7|Scared To Be Lonely|MARTIN GARRIX & DUA LIPA|2017-04-15|92|76|9|20170527
77|87|77|2|Privacy|CHRIS BROWN|2017-05-20|87|72|4|20170527
78|60|60|5|At My Best|MACHINE GUN KELLY featuring HAILEE STEINFELD|2017-04-29|94|60|7|20170527
79|NEW|79|1|Every Time I Hear That Song|BLAKE SHELTON|2017-05-27|79|75|3|20170527
80|100|80|2|Woke Up Like This|PLAYBOI CARTI featuring LIL UZI VERT|2017-05-20|100|76|4|20170527
81|78|72|3|Prblms|6LACK|2017-05-13|72|72|4|20170527
82|72|52|16|Any Ol' Barstool|JASON ALDEAN|2017-02-11|93|52|18|20170527
83|85|83|3|My Girl|DYLAN SCOTT|2017-05-13|93|73|5|20170527
84|77|73|5|Cake|FLO RIDA & 99 PERCENT|2017-04-29|89|73|6|20170527
85|63|57|13|Shining|DJ KHALED featuring BEYONCE & JAY Z|2017-03-04|62|57|13|20170527
86|88|82|7|Good Drank|2 CHAINZ x GUCCI MANE x QUAVO|2017-04-15|95|82|9|20170527
87|74|4|13|Chained To The Rhythm|KATY PERRY featuring SKIP MARLEY|2017-03-04|4|4|15|20170527
88|98|88|2|Flatliner|COLE SWINDELL|2017-05-20|98|81|4|20170527
89|NEW|89|1|Either Way|CHRIS STAPLETON|2017-05-27|89|89|1|20170527
90|94|90|2|You Look Good|LADY ANTEBELLUM|2017-05-20|94|71|4|20170527
91|86|84|4|The Night We Met|LORD HURON|2017-05-06|99|84|4|20170527
92|70|70|2|Thunder|IMAGINE DRAGONS|2017-05-20|70|70|4|20170527
93|96|93|2|El Amante|NICKY JAM|2017-05-20|96|93|4|20170527
94|NEW|94|1|Galway Girl|ED SHEERAN|2017-05-27|94|94|1|20170527
95|NEW|95|1|Moves|BIG SEAN|2017-05-27|95|95|1|20170527
96|92|87|3|do re mi|BLACKBEAR|2017-05-13|87|87|5|20170527
97|NEW|97|1|Drinkin' Problem|MIDLAND|2017-05-27|97|78|3|20170527
98|NEW|98|1|Gyalchester|DRAKE|2017-05-27|98|98|1|20170527
99|NEW|99|1|Peek A Boo|LIL YACHTY featuring MIGOS|2017-05-27|99|99|1|20170527
100|73|21|17|Down|MARIAN HILL|2017-02-04|99|21|17|20170527
1|NEW|1|1|I'm The One|DJ KHALED featuring JUSTIN BIEBER, QUAVO, CHANCE THE RAPPER|2017-05-20|1|1|4|20170520
